snout_front,fl_l_front,fl_r_front,snout_top,snout_bottom,fl_l,fl_r,hl_l,hl_r,tailbase_bottom,tailbase_top,day,mouse_id,group
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,GT3_tta,grp1
0.17527644115264657,0.024718853051788746,0.030297882794702722,0.01153000261168953,0.05238662935635995,0.025508205245361293,0.037631365605732985,0.05500488535966403,0.07142539340489756,0.015345460835083067,0.011188871733918563,2,GT3_tta,grp1
0.004597739179348116,0.030589058984864127,0.028591637467174802,0.007421765307195546,0.025632167435257442,0.03348565124928319,inf,0.04151986728226829,0.0885321223614798,0.026537463286627642,0.005327188137028747,3,GT3_tta,grp1
0.016532798763957374,0.32938137638381626,0.214214087720012,0.021729345652544915,0.021646535471255217,0.34131331969190465,0.2433797171849435,0.3776947997865845,0.575262413453692,0.141427676948153,0.10648933206322991,4,GT3_tta,grp1
0.01607167453631626,0.10699466662825749,0.05559256453917104,0.014712467228589153,0.03587435510846246,0.09627118755644108,0.07631503680190889,0.3529345833835425,0.4217209546097427,0.08325306933980377,0.04135881725147481,5,GT3_tta,grp1
0.025135660991121786,0.04551100941182249,0.02626159235986857,0.04647727841741993,0.05345578542618641,0.0872162190155677,0.061856251147110755,0.41465721771213576,0.5315118300426206,0.0685528698824908,0.03890524936786637,6,GT3_tta,grp1
0.03450766251359256,0.11856521398384136,0.11889843373357907,0.06233291695594455,inf,0.19432457824483934,0.18082055856046153,0.6124924874000042,0.8050487466723053,0.3048917275113142,0.27885920273293774,7,GT3_tta,grp1
0.04527478080938193,0.07100750689598408,0.04511458762782123,0.04888081498516039,inf,0.13789570948047275,0.10734410082832778,0.5431373100006294,0.5467597055598726,0.09780654517619136,0.10168447203214628,8,GT3_tta,grp1
0.014932482531388298,0.12012280783085172,0.10273476804869074,0.030415023386201293,inf,0.1563423665836659,0.11171451613185111,0.28541787526169715,0.32700123670760833,0.07604711148083723,0.011943799803563249,9,GT3_tta,grp1
0.07095256578425678,0.21367621563453743,0.172182614479764,0.04181535617380034,inf,0.26937897295956326,0.2412079120134147,0.9084095721917922,0.7463001869864416,0.25726244832107803,0.15989940628411145,10,GT3_tta,grp1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,GT33_tta,grp1
0.05307915252081378,0.03323879006027158,0.02739424562351691,0.10855326615446875,0.056533363940622125,0.07192966875267098,0.144350273275972,0.03964645666387422,0.14000434100014722,inf,0.032618466483791776,2,GT33_tta,grp1
0.08417816535015285,inf,inf,0.08785336421162916,inf,0.011971751120318636,0.026785116193772725,inf,0.09260776403901799,inf,0.03300156597933983,3,GT33_tta,grp1
0.2558899037275892,0.26404554372388245,0.45378200282498865,0.24710102095788308,0.18003114217724414,0.31888566172964733,0.5115583796421475,0.13950629677961462,0.24065171072642416,0.18740536799824925,0.13247285915212664,4,GT33_tta,grp1
0.04981829326236053,inf,0.11205823742652019,inf,inf,0.1466581679827542,inf,0.012539892809903894,0.042809274133447,inf,0.012038690726448177,5,GT33_tta,grp1
0.05082480498709976,0.3412149567136789,0.5725579959621011,0.08999764555947248,0.04371314895082938,0.3224411936763414,0.5640987624605833,0.32617906923241113,0.4558615750749293,0.18492952375707758,0.11270480499590467,6,GT33_tta,grp1
0.17459370634518012,0.4190067106336338,0.690422420059537,0.14464284954574028,0.044762443085735175,0.4020782144700383,0.6863309649533837,0.47932945774354063,0.5295502900432152,0.20315570025926669,0.11018024450909605,7,GT33_tta,grp1
0.20546665161318062,0.3312566641413167,0.6015893421094277,0.207652711951627,0.07073321633227565,0.37876437093153786,0.6396419497284477,0.3795542952376266,0.6387256063474196,0.2256205967889209,0.13311509035237984,8,GT33_tta,grp1
0.1747531406659945,0.5153822133430612,0.5052431758519008,0.22255839700790642,0.1006830010471483,0.6655781968991068,0.7676214290090779,0.6009202558385738,0.9098991319542716,0.39586060808669715,0.2985221151392998,9,GT33_tta,grp1
0.15419974621127047,inf,0.7695708742536055,0.20883926577545817,0.11797652837696014,0.527068953807334,1.0150697645928977,0.634922842415126,0.6891208087323704,inf,0.2809937214675946,10,GT33_tta,grp1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,HA2+_tta,grp1
0.019058471106524005,0.022549597616669647,0.02511702452717969,0.007305328097034288,0.03850030122552244,inf,inf,inf,inf,0.015392983523900566,0.005965370767583783,2,HA2+_tta,grp1
0.040504830434951435,0.6495240591224047,0.6985116256769175,0.029108709822993226,0.1456629395980897,0.9167247829446206,0.965485709835546,0.976909801551297,0.8630248068642846,0.3464006049627678,0.32025025298433374,3,HA2+_tta,grp1
0.021317502217766467,0.3305426391256923,0.3088252404110723,0.06329151527171525,0.008914636219072724,0.495794646403752,0.5228805851805852,0.5674864152897889,0.4765202606826501,0.18919752033888887,0.20233601895598285,4,HA2+_tta,grp1
0.051620737237693476,0.009185898248017474,0.005123630511422172,0.1642717223417866,0.02696444246862912,inf,inf,0.05547310708607419,0.04567856579791674,0.11141343123362037,0.11913090576019801,5,HA2+_tta,grp1
0.1251963916057191,0.03615100820650195,0.03858537071237907,0.2535442234076298,0.022349494386899434,0.06760015839054294,0.06474530990600684,0.13478953353208942,0.1822005579321473,0.18621491116439498,0.15734093692881362,6,HA2+_tta,grp1
0.15648289492561765,0.006952185552958882,0.005398042308522548,inf,inf,0.009913683333139044,0.05849827340947235,0.0886087088165644,0.04258776900769568,0.19561825539798552,0.1526191019893751,7,HA2+_tta,grp1
0.09263599443976044,0.01599396983927851,0.019375761596239806,0.1720970500786871,inf,inf,inf,0.08632399969351867,inf,0.13716794732370965,0.09026891379204274,8,HA2+_tta,grp1
0.10990212082425678,0.20295070081483005,0.23897505103016647,0.2808327992448157,0.051201701556776856,inf,0.16189330060880608,0.3989415734959085,0.2215268068627415,0.3575666938125336,0.2819757114564549,9,HA2+_tta,grp1
0.11716315716653158,0.04616077303691963,0.046685588064736445,0.31888737760805597,inf,inf,inf,0.2288725765082347,0.11729031191897195,0.269481754382186,0.1937751576983159,10,HA2+_tta,grp1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,GER2_ai94,grp1
0.22332528405803087,0.03950500299825816,0.059319514537704614,0.09060497315545644,0.0472451109493844,0.051143257327352525,0.05207107151828107,0.3483336290249949,0.22899794626286954,0.10310041131774668,0.03741782473853677,2,GER2_ai94,grp1
0.27764281038211747,0.04675565164562751,0.07207601414703503,0.1682188887112171,0.07161120318432211,0.08148200496403517,0.10195836398650876,inf,0.1402797548716838,0.062469465586271346,0.02421643820766505,3,GER2_ai94,grp1
0.4027465986583019,0.10840483654835578,0.09273907399514315,0.297533797013345,0.12406501237058207,0.23458671591644012,0.18328296477756897,0.6354186044530876,0.6671926666372147,0.28369998970323956,0.1467194024261888,4,GER2_ai94,grp1
0.26574416289939035,0.4655581339732663,0.38189023110284764,0.150198345939679,0.10173100209348793,0.7387653403689235,0.7151219261291005,0.9793863533822224,1.1807205977339172,0.2632890550853548,0.11857976487203988,5,GER2_ai94,grp1
0.4325759541844377,0.201329780226774,0.28957874596641686,0.29112387151323116,0.11211868582445032,0.35733305055160214,0.28604937230826305,0.6798677425343953,0.6631446101510193,0.2396519619099026,0.10960532792882456,6,GER2_ai94,grp1
0.50305808265417,0.5109870692760715,0.3631241311987139,0.2673086757079202,0.21083910830419197,0.7380352524483789,0.6827203240925539,0.71729462776571,1.07003002118835,0.28587167392401075,0.2123201048261599,7,GER2_ai94,grp1
0.5020520808568671,0.5132732015231916,0.33535501819579344,0.30969768558855515,0.17625223720543742,0.7799468391487695,0.6914622234815507,0.9228189762573425,0.9258273296789854,0.35491604247307673,0.22154655019761071,8,GER2_ai94,grp1
0.4143592643713931,0.7196209519532643,0.5255044456518245,0.24903977777131509,0.25612992871410994,1.140985349424745,1.0143688889568856,1.3085267258159672,1.591239015087532,0.39402883218928403,0.2917661541258871,9,GER2_ai94,grp1
0.3834861985711759,0.35594414440719424,0.22111081249467965,0.21616835990990632,0.1728451029397062,0.5173818961677134,0.41057962018795574,0.5510988601318002,0.7616753351391856,0.21352983751260654,0.09725933892078883,10,GER2_ai94,grp1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,HYL3_tta,grp1
0.012473209802200957,0.026953294788587698,0.027398633844009375,0.03966880059516215,0.009049519317587804,0.0028367334665740235,inf,0.01903925257528815,0.08207888639103002,inf,inf,2,HYL3_tta,grp1
0.004286913813457109,0.03014842751782712,0.1264105924120149,0.024106528908056236,0.07392186098406386,0.022653781377117085,inf,0.1532383175303964,0.04903737367173082,inf,0.048176645781289856,3,HYL3_tta,grp1
0.03227928251605646,0.05862375076982432,0.04814663849135012,0.032211373762723323,0.009439065867697407,0.13561107821181279,0.10655079536559478,0.3473154204829984,0.32183766710893197,inf,0.12058882981129299,4,HYL3_tta,grp1
inf,0.035095685068446736,0.043170013524939134,0.022207629212774797,0.021901697339301317,0.0260455498659972,0.04158887782386069,0.09980659829137771,0.09350205519395915,inf,0.21637869566753187,5,HYL3_tta,grp1
inf,0.020277680166549236,0.039396502786307304,inf,inf,0.06307023195390486,0.06271946726850276,0.18629902497084533,0.25272077316844616,inf,0.12099373184227956,6,HYL3_tta,grp1
inf,0.012484063741463611,0.02502851381129305,0.017965879926778464,0.012506125895563396,0.020304504069555147,0.025181125787851106,0.09270550793107574,0.08257517089325171,0.12089558579090036,0.16581367569217972,7,HYL3_tta,grp1
inf,0.07006331367639641,0.011285015197407839,inf,0.03850258358651448,0.10441837658944347,inf,0.22286390201812722,0.23027904005314107,inf,0.13563106556577764,8,HYL3_tta,grp1
inf,0.11001637685501998,0.04193185228578653,0.07922964031483413,0.023510086020253045,0.15831235279622596,0.09094321026600605,0.2906838850657718,0.2943791062810612,inf,0.06887251682978048,9,HYL3_tta,grp1
inf,0.011435205412758208,0.029906188265095158,0.021273721185107446,0.006996486180738112,0.03767891597285943,0.05847205339319035,0.048912326425156034,0.027508657787974913,0.05943969559743402,0.18448318297209526,10,HYL3_tta,grp1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BR1_vgat-ai203,grp2
0.04005400029527719,0.027768908376245884,0.13098366615533102,0.07350201943930514,0.019546184646811772,0.0783263492040457,inf,0.026089480857880716,0.09697308572845809,0.08701087854667931,0.09675564411075288,2,BR1_vgat-ai203,grp2
0.08945367221171956,0.18475101832777893,0.1129141042552413,0.029107994201145706,0.022393909598321226,0.17115763006702056,inf,0.05821307168422948,0.15706518579346873,0.1890160176952884,0.49839647902457074,3,BR1_vgat-ai203,grp2
0.03935089841314446,0.07643219277000522,0.07369043887096238,0.00979275553888313,0.022368571278176055,0.014717098541937413,inf,0.012085112933300682,0.004797328147634905,0.006131700965007378,0.00979163447987448,4,BR1_vgat-ai203,grp2
0.13102521175622212,0.39179919002267805,0.6045713431816877,0.1662572141338733,0.05272955680635939,0.2294896582552978,0.3848702991422611,0.22854982335232185,0.18763841226420186,0.26964944219193043,0.27871788657396546,5,BR1_vgat-ai203,grp2
0.07113046576480324,0.42442166413437893,0.7430906882713549,0.025006540028754735,0.052688498599349515,0.24975339160782042,inf,0.556216096078021,0.12558060908366897,0.3250541830418734,0.30154701697682224,6,BR1_vgat-ai203,grp2
0.051432074079502,0.21003125411818757,0.5209305965143508,0.03525836056705987,0.03948151531037967,0.12313247455923991,0.30574622291395226,0.2941434739956449,0.06754800259892223,0.11759292761913162,0.09688709339234246,7,BR1_vgat-ai203,grp2
0.08154092941936623,0.43321764840598886,0.6814130847275692,0.06002525576820984,0.04530431717065062,0.23454027297576327,inf,0.2783668103152608,0.05674995880277052,0.2462209553773617,0.12959045710382958,8,BR1_vgat-ai203,grp2
0.08749866878907518,0.13571188973266302,0.21635420276726247,0.008648549717045081,0.03771975140057098,0.0569713542201102,inf,0.3377146396858488,0.016982903341742336,0.0839531181694278,0.06598658665775607,9,BR1_vgat-ai203,grp2
0.05475348017956731,0.1289122997437671,0.1716686757397984,0.0843618372001648,0.04555199379860106,0.05130451520602274,inf,0.33628739418494724,0.07515236656615293,0.1318255796880122,0.09706221474551688,10,BR1_vgat-ai203,grp2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BR2_vgat-ai203,grp2
0.012253473894308921,0.042169571632970346,0.09245910852659121,0.01531750909097826,0.032347335504584594,0.12699255133477577,0.038642816216481905,0.19301867260401262,0.14795088113656973,0.059295155379812406,0.053886506096782,2,BR2_vgat-ai203,grp2
0.07401126368634355,0.014501921020407071,0.3268795486261852,0.01884071196788165,0.03456895358319025,0.0046247150211114006,0.003923466276923837,0.03130152360591038,0.07575006468385978,0.04915308246928568,0.04621643298290154,3,BR2_vgat-ai203,grp2
0.019566107010821957,0.1026131543943665,0.14858197845229054,0.048939163287939194,0.029833685490243157,0.1534221643274041,0.1569179477714467,0.230482843583784,0.21641258205275063,0.14930515204248254,0.12598649185595162,4,BR2_vgat-ai203,grp2
0.0880107436668586,0.06157484578198151,0.08426819681983844,0.011372748738379856,0.03271763242271366,0.03481246644584178,0.05063005239319894,0.10183957398447328,0.07307772999678583,0.0496630649022709,0.03792888157790884,5,BR2_vgat-ai203,grp2
0.07133225393942891,0.13932240521809314,0.22206696567746587,0.06777979559091067,0.014923253669827375,0.1386401207042651,0.2656428558794622,0.3791898050275447,0.29832288862561496,0.18242691858437324,0.18853725945914337,6,BR2_vgat-ai203,grp2
0.0242916682500811,0.1774262966349679,0.29698166500534295,0.022312141459536763,0.008798030798568671,0.294362029460843,0.29905259027246284,0.7662589492174177,0.4864832597358471,0.25359229282416523,0.20484733536030286,7,BR2_vgat-ai203,grp2
0.011076467596904248,0.028305519940494885,0.07215403025409531,0.0034307981683001985,0.033661409724585006,0.017678470369133052,0.0472404693288752,0.04203706458004929,0.011181602560578348,0.029593298810149105,0.02281762410969812,8,BR2_vgat-ai203,grp2
0.008943505341728122,0.027899098518602738,0.06985233674677703,0.0032482816424651696,0.02056178929254119,0.032412658203898756,0.07917657092499711,0.1235989011377655,0.036597125607922894,0.036453092319855496,0.026122818619940685,9,BR2_vgat-ai203,grp2
0.005094137399968644,0.1080970134319976,0.12050754894939296,0.029168369727739365,0.019594227013064354,0.04407926313087967,0.0647281736778237,0.0850351883506081,0.06937946113807573,0.03799901708833879,0.03157056855970845,10,BR2_vgat-ai203,grp2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,GER2_ai94,grp2
0.22332528405803087,0.03950500299825816,0.059319514537704614,0.09060497315545644,0.0472451109493844,0.051143257327352525,0.05207107151828107,0.3483336290249949,0.22899794626286954,0.10310041131774668,0.03741782473853677,2,GER2_ai94,grp2
0.27764281038211747,0.04675565164562751,0.07207601414703503,0.1682188887112171,0.07161120318432211,0.08148200496403517,0.10195836398650876,inf,0.1402797548716838,0.062469465586271346,0.02421643820766505,3,GER2_ai94,grp2
0.21922006775815123,0.12692065187604692,0.1485399702910748,0.09982516787072708,inf,0.09441528369273149,0.10972721213562779,0.2508140169984565,0.36726238395244765,0.10632492747058396,0.01877429671108492,4,GER2_ai94,grp2
0.17933334251375965,0.12267047556751849,0.14902586578427132,0.1331537924043517,0.05319880804291735,0.12401437675744459,0.16762464901199237,0.41177057160579267,0.32792287917344226,0.09566529480103159,0.016013381172190568,5,GER2_ai94,grp2
0.4027465986583019,0.10840483654835578,0.09273907399514315,0.297533797013345,0.12406501237058207,0.23458671591644012,0.18328296477756897,0.6354186044530876,0.6671926666372147,0.28369998970323956,0.1467194024261888,6,GER2_ai94,grp2
0.24294217229567178,0.1431156121794641,0.1013305979667031,0.15824011170174127,0.05677638233864177,0.12079823641917208,0.12569565279331102,0.4885182937118253,0.3193628061600615,0.1752762804685191,0.054402153861139786,7,GER2_ai94,grp2
0.4563404826454374,0.16911624265203132,0.16751243335167748,0.4578713096721735,0.09876965103594569,0.24456532388064656,0.23686206056898804,0.6555284984181649,0.5710631962490719,0.2790432492763981,0.12583707250041543,8,GER2_ai94,grp2
0.4767016280662683,0.08911323725465002,0.226996677418953,0.3438139177318287,0.10069778517239447,0.09969840162357758,0.0986164454618961,0.7306634161368571,0.5328683496166402,0.2793370369132667,0.10653587573308614,9,GER2_ai94,grp2
0.5616200776266895,0.473600387158331,0.3257548234326257,0.3001437426918259,0.19463277236273616,0.5130005004456432,0.4065588498872804,0.748073967672544,0.614674193044976,0.366226573208255,0.10980453778271024,10,GER2_ai94,grp2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,HYL3_tta,grp2
0.012473209802200957,0.026953294788587698,0.027398633844009375,0.03966880059516215,0.009049519317587804,0.0028367334665740235,inf,0.01903925257528815,0.08207888639103002,inf,inf,2,HYL3_tta,grp2
0.004286913813457109,0.03014842751782712,0.1264105924120149,0.024106528908056236,0.07392186098406386,0.022653781377117085,inf,0.1532383175303964,0.04903737367173082,inf,0.048176645781289856,3,HYL3_tta,grp2
0.03755958755825164,0.03187838871866702,0.012468367767649683,0.0835556279798473,0.03383749276291364,0.05755936156005028,0.037874871998467445,0.2362662887429801,0.2352205919882855,inf,0.12870053836138395,4,HYL3_tta,grp2
inf,0.037432482143732716,0.02374739725194433,0.013163646441997504,0.01862168242868279,0.07011919998769375,0.0278231121200905,0.2582620608736631,0.17090702822040132,inf,inf,5,HYL3_tta,grp2
0.03227928251605646,0.05862375076982432,0.04814663849135012,0.032211373762723323,0.009439065867697407,0.13561107821181279,0.10655079536559478,0.3473154204829984,0.32183766710893197,inf,0.12058882981129299,6,HYL3_tta,grp2
inf,0.04785849634777824,0.005671614016878298,0.10317224980004175,0.025498503092870817,0.08561682762005215,0.01314577219745713,0.22001622295349046,0.18580515882430348,inf,inf,7,HYL3_tta,grp2
inf,0.01447572514541946,0.023153348607177618,0.030221656884197846,0.009637330620169733,0.07284073400189366,0.03146048435899251,0.1855896032626225,0.20425719990247565,inf,inf,8,HYL3_tta,grp2
inf,0.06192337872221103,0.04703206764651367,0.01742049829301669,0.029484377826887613,0.1781470155045939,0.11113297985009084,0.45036915405863004,0.5093191135348196,0.0686992980107801,0.0312663067265577,9,HYL3_tta,grp2
inf,0.07583911835508611,0.0664590819736049,0.05172785258656069,inf,0.17648088454691224,0.11229007804192484,0.3337228740798817,0.3882347213448927,inf,0.11210199515679065,10,HYL3_tta,grp2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,GIL3_ai94,grp3
0.033144817273906654,0.03664281740215466,0.0444349621960199,0.025927799074471812,inf,inf,0.05009751635494652,0.008574850851441312,0.0049107205033556405,0.040700951283868435,inf,2,GIL3_ai94,grp3
0.023824900734102733,0.011415698367150104,0.0047770222296878734,0.05882950118164811,0.022016682379659515,0.014921167019793149,0.006351066739296089,inf,0.058449410190182606,inf,inf,3,GIL3_ai94,grp3
inf,0.0165600666874118,0.04312439038334795,inf,inf,inf,0.06584240797211531,inf,inf,inf,inf,4,GIL3_ai94,grp3
inf,0.027511471243215863,0.03663643021033798,inf,inf,0.06476127173941251,0.0465592016284456,inf,inf,inf,0.007814710216794949,5,GIL3_ai94,grp3
inf,inf,0.051145163855900615,inf,inf,0.022706798412342376,0.026994015892879832,0.05787739991561976,0.04621615168306442,0.033166113143392024,0.017631820729312336,6,GIL3_ai94,grp3
0.02714853277567258,0.023634039872435727,0.0041444598068288195,inf,inf,0.021237958934149048,0.004697309401037439,0.04461139048341066,0.041518116836855946,0.03181560935441159,0.01584542203358912,7,GIL3_ai94,grp3
0.04610844841517028,0.22936876911789889,0.2581573200929548,0.0823585947125937,0.015301573838327963,0.12206454738824012,0.11658812302340209,0.16139850087366459,inf,inf,0.03321834453727294,8,GIL3_ai94,grp3
0.019843716600784406,0.17139508026049463,0.11393060981277738,0.007737414310410952,0.010046109446422381,0.08374916952336978,0.059089872650888074,0.08828126336834516,0.08825724703663165,0.03649153664140889,0.012286507193475758,9,GIL3_ai94,grp3
inf,0.11155135585271225,0.04433181429114,0.0699417707139268,inf,0.06262676730240785,0.026961163992331023,0.0951600247936222,inf,inf,inf,10,GIL3_ai94,grp3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,GIR2_ai94,grp3
0.00989191697623584,0.02413263420656591,0.02329744811169698,0.008059453917544014,0.030813140482579954,inf,0.008931938753418987,0.035458978395524615,0.05278642097337434,0.042915836567823516,0.055842409972617316,2,GIR2_ai94,grp3
inf,0.002368943331407229,0.007099915758128046,0.05467757940625501,inf,0.0238222093509424,0.015429973054154365,0.033905186654527304,0.009632256570094738,0.023725061979458062,0.0380449987760439,3,GIR2_ai94,grp3
0.04890196324755156,0.03039984013049523,0.059319956662111636,0.06401028299197166,inf,inf,0.014977763700803547,0.011853659514963956,0.013416303087357884,inf,inf,4,GIR2_ai94,grp3
0.04619689213896591,0.004340535827471019,0.005321455633921179,0.03505156402526093,inf,0.009549565014017101,0.019563609752765984,0.029173106238017416,0.038532934839767816,0.038738175852003634,inf,5,GIR2_ai94,grp3
0.0564629152022298,0.006673344014923081,0.010845980176886188,0.00899741340645245,inf,0.012163832296084687,0.006077960520874241,0.06180658843471942,0.04737028404925771,inf,0.05726001738595102,6,GIR2_ai94,grp3
